Date,Product,Category,Region,Quantity,Discount (%),Sales,Profit,Year,Month,Month_Name,Day_No,Day_Name,Quarter
2024-09-12,Headphones,Accessories,South,5,5,14250.0,4083.19,2024,9,September,12,Thursday,3
2022-01-16,Laptop,Electronics,West,5,0,350000.0,78802.24,2022,1,January,16,Sunday,1
2024-07-24,Laptop,Electronics,West,3,20,168000.0,25638.08,2024,7,July,24,Wednesday,3
2022-09-11,Phone,Electronics,South,1,20,24000.0,3844.56,2022,9,September,11,Sunday,3
2022-11-25,Phone,Electronics,East,5,15,165750.0,24886.66,2022,11,November,25,Friday,4
2023-06-28,Smartwatch,Wearables,East,1,0,8000.0,1843.26,2023,6,June,28,Wednesday,2
2024-02-22,Smartwatch,Wearables,East,4,5,30400.0,3145.58,2024,2,February,22,Thursday,1
2024-09-23,Smartwatch,Wearables,North,4,15,27200.0,5543.56,2024,9,September,23,Monday,3
2024-04-24,Camera,Electronics,West,3,10,108000.0,30120.18,2024,4,April,24,Wednesday,2
2023-01-01,Laptop,Electronics,North,1,15,59500.0,9275.52,2023,1,January,1,Sunday,1
2023-10-17,Phone,Electronics,North,4,20,96000.0,22317.28,2023,10,October,17,Tuesday,4
2024-01-30,Smartwatch,Wearables,North,4,0,32000.0,4586.45,2024,1,January,30,Tuesday,1
2023-10-01,Smartwatch,Wearables,South,2,0,16000.0,1823.3,2023,10,October,1,Sunday,4
2024-11-29,Camera,Electronics,North,2,15,88400.0,18160.76,2024,11,November,29,Friday,4
2024-07-12,Tablet,Electronics,North,3,20,48000.0,7932.11,2024,7,July,12,Friday,3
2023-02-20,Headphones,Accessories,East,1,20,2400.0,472.12,2023,2,February,20,Monday,1
2022-09-12,Laptop,Electronics,North,1,15,59500.0,15497.59,2022,9,September,12,Monday,3
2023-12-11,Phone,Electronics,West,2,10,70200.0,11371.6,2023,12,December,11,Monday,4
2023-07-31,Camera,Electronics,South,5,5,190000.0,37173.48,2023,7,July,31,Monday,3
2024-06-18,Laptop,Electronics,East,3,20,168000.0,17732.7,2024,6,June,18,Tuesday,2
2022-01-11,Headphones,Accessories,West,2,5,5700.0,1669.34,2022,1,January,11,Tuesday,1
2022-01-26,Headphones,Accessories,West,4,15,10200.0,1682.66,2022,1,January,26,Wednesday,1
2024-08-14,Camera,Electronics,North,3,10,108000.0,20212.65,2024,8,August,14,Wednesday,3
2023-02-25,Tablet,Electronics,East,1,5,19000.0,3909.84,2023,2,February,25,Saturday,1
2023-05-11,Laptop,Electronics,West,4,20,224000.0,52240.78,2023,5,May,11,Thursday,2
2022-08-25,Phone,Electronics,West,1,10,27000.0,6157.61,2022,8,August,25,Thursday,3
2024-10-05,Camera,Electronics,West,3,0,120000.0,27924.17,2024,10,October,5,Saturday,4
2022-08-07,Phone,Electronics,West,4,10,108000.0,19504.59,2022,8,August,7,Sunday,3
2023-04-06,Camera,Electronics,South,4,10,144000.0,16587.68,2023,4,April,6,Thursday,2
2023-10-25,Phone,Electronics,North,1,10,27000.0,2956.71,2023,10,October,25,Wednesday,4
2023-09-27,Camera,Electronics,North,1,15,34000.0,7846.97,2023,9,September,27,Wednesday,3
2024-09-16,Phone,Electronics,North,4,0,120000.0,14124.49,2024,9,September,16,Monday,3
2022-07-08,Headphones,Accessories,South,1,20,2400.0,403.31,2022,7,July,8,Friday,3
2022-09-12,Phone,Electronics,North,4,15,102000.0,25376.25,2022,9,September,12,Monday,3
2022-03-09,Tablet,Electronics,North,3,15,51000.0,7952.15,2022,3,March,9,Wednesday,1
2023-09-08,Smartwatch,Wearables,West,5,0,40000.0,8106.78,2023,9,September,8,Friday,3
2022-12-02,Tablet,Electronics,West,5,15,110500.0,29182.53,2022,12,December,2,Friday,4
2023-11-02,Camera,Electronics,East,4,10,187200.0,35290.41,2023,11,November,2,Thursday,4
2024-03-31,Tablet,Electronics,East,3,15,51000.0,5787.61,2024,3,March,31,Sunday,1
2024-05-23,Headphones,Accessories,South,1,20,2400.0,612.15,2024,5,May,23,Thursday,2
2022-10-27,Headphones,Accessories,West,2,15,5100.0,1474.86,2022,10,October,27,Thursday,4
2022-12-23,Headphones,Accessories,West,5,10,17550.0,2111.12,2022,12,December,23,Friday,4
2022-09-13,Tablet,Electronics,North,3,5,57000.0,13131.03,2022,9,September,13,Tuesday,3
2024-10-04,Camera,Electronics,South,4,0,160000.0,19019.61,2024,10,October,4,Friday,4
2022-12-19,Headphones,Accessories,West,2,0,7800.0,1475.12,2022,12,December,19,Monday,4
2023-06-08,Tablet,Electronics,East,3,5,57000.0,9724.41,2023,6,June,8,Thursday,2
2024-08-07,Tablet,Electronics,West,4,10,72000.0,19102.73,2024,8,August,7,Wednesday,3
2024-01-26,Laptop,Electronics,South,2,10,126000.0,17492.0,2024,1,January,26,Friday,1
2022-10-11,Laptop,Electronics,South,3,5,199500.0,53437.41,2022,10,October,11,Tuesday,4
2022-04-09,Tablet,Electronics,South,1,20,16000.0,3322.71,2022,4,April,9,Saturday,2
2022-07-16,Laptop,Electronics,West,4,15,238000.0,51627.83,2022,7,July,16,Saturday,3
2023-04-27,Headphones,Accessories,East,2,10,5400.0,593.28,2023,4,April,27,Thursday,2
2024-05-27,Laptop,Electronics,South,2,0,140000.0,15601.38,2024,5,May,27,Monday,2
2023-09-07,Headphones,Accessories,South,2,20,4800.0,1402.34,2023,9,September,7,Thursday,3
2023-09-10,Camera,Electronics,East,4,10,144000.0,27441.01,2023,9,September,10,Sunday,3
2023-01-03,Camera,Electronics,East,5,15,170000.0,47712.92,2023,1,January,3,Tuesday,1
2023-07-24,Phone,Electronics,West,3,5,85500.0,17824.7,2023,7,July,24,Monday,3
2023-08-13,Phone,Electronics,South,5,20,120000.0,31602.3,2023,8,August,13,Sunday,3
2024-12-01,Camera,Electronics,North,3,15,132600.0,29884.88,2024,12,December,1,Sunday,4
2023-02-26,Camera,Electronics,West,3,20,96000.0,28546.94,2023,2,February,26,Sunday,1
2024-04-15,Phone,Electronics,West,3,5,85500.0,21730.64,2024,4,April,15,Monday,2
2023-06-29,Smartwatch,Wearables,West,4,0,32000.0,3847.24,2023,6,June,29,Thursday,2
2022-03-12,Camera,Electronics,South,1,0,40000.0,8088.84,2022,3,March,12,Saturday,1
2024-02-07,Headphones,Accessories,West,3,10,8100.0,1858.46,2024,2,February,7,Wednesday,1
2022-11-03,Smartwatch,Wearables,West,4,10,37440.0,8099.66,2022,11,November,3,Thursday,4
2023-01-12,Tablet,Electronics,West,4,10,72000.0,13264.06,2023,1,January,12,Thursday,1
2023-10-17,Camera,Electronics,East,1,15,34000.0,4309.74,2023,10,October,17,Tuesday,4
2023-11-09,Headphones,Accessories,East,1,15,3315.0,645.93,2023,11,November,9,Thursday,4
2023-02-03,Headphones,Accessories,South,3,10,8100.0,1334.02,2023,2,February,3,Friday,1
2022-08-09,Laptop,Electronics,East,1,20,56000.0,11060.31,2022,8,August,9,Tuesday,3
2022-07-01,Tablet,Electronics,East,4,15,68000.0,7777.7,2022,7,July,1,Friday,3
2022-11-03,Smartwatch,Wearables,South,3,0,31200.0,4306.89,2022,11,November,3,Thursday,4
2023-06-06,Smartwatch,Wearables,North,2,10,14400.0,3178.41,2023,6,June,6,Tuesday,2
2024-10-10,Laptop,Electronics,South,3,0,210000.0,38496.91,2024,10,October,10,Thursday,4
2022-01-04,Laptop,Electronics,South,1,15,59500.0,13529.14,2022,1,January,4,Tuesday,1
2024-05-12,Headphones,Accessories,West,1,0,3000.0,351.68,2024,5,May,12,Sunday,2
2024-04-27,Tablet,Electronics,South,4,0,80000.0,9272.11,2024,4,April,27,Saturday,2
2024-03-14,Headphones,Accessories,East,5,0,15000.0,3275.86,2024,3,March,14,Thursday,1
2022-08-03,Laptop,Electronics,West,3,0,210000.0,35468.79,2022,8,August,3,Wednesday,3
2024-08-29,Headphones,Accessories,East,5,15,12750.0,2269.23,2024,8,August,29,Thursday,3
2022-04-11,Headphones,Accessories,South,3,20,7200.0,867.83,2022,4,April,11,Monday,2
2024-08-20,Phone,Electronics,West,1,10,27000.0,7115.23,2024,8,August,20,Tuesday,3
2023-07-27,Laptop,Electronics,West,4,5,266000.0,64198.65,2023,7,July,27,Thursday,3
2023-10-20,Phone,Electronics,South,3,10,81000.0,18108.5,2023,10,October,20,Friday,4
2024-07-27,Smartwatch,Wearables,West,5,15,34000.0,3658.52,2024,7,July,27,Saturday,3
2024-12-22,Headphones,Accessories,East,5,15,16575.0,3515.05,2024,12,December,22,Sunday,4
2022-08-14,Laptop,Electronics,West,5,10,315000.0,75294.92,2022,8,August,14,Sunday,3
2022-04-15,Phone,Electronics,South,3,0,90000.0,23983.58,2022,4,April,15,Friday,2
2024-02-11,Laptop,Electronics,West,3,15,178500.0,18588.59,2024,2,February,11,Sunday,1
2023-03-05,Laptop,Electronics,East,1,10,63000.0,15098.07,2023,3,March,5,Sunday,1
2023-03-10,Laptop,Electronics,West,5,20,280000.0,82382.11,2023,3,March,10,Friday,1
2024-11-17,Tablet,Electronics,West,5,10,117000.0,23725.77,2024,11,November,17,Sunday,4
2023-11-13,Phone,Electronics,North,4,5,148200.0,31625.06,2023,11,November,13,Monday,4
2023-08-11,Tablet,Electronics,South,1,15,17000.0,4938.83,2023,8,August,11,Friday,3
2024-12-28,Headphones,Accessories,West,4,0,15600.0,2613.26,2024,12,December,28,Saturday,4
2024-05-15,Laptop,Electronics,East,5,10,315000.0,36875.02,2024,5,May,15,Wednesday,2
2024-01-16,Camera,Electronics,North,3,0,120000.0,19088.24,2024,1,January,16,Tuesday,1
2024-05-13,Camera,Electronics,East,3,5,114000.0,26073.81,2024,5,May,13,Monday,2
2023-01-03,Headphones,Accessories,West,1,15,2550.0,614.15,2023,1,January,3,Tuesday,1
2022-09-08,Phone,Electronics,North,5,20,120000.0,26687.02,2022,9,September,8,Thursday,3
2024-05-08,Camera,Electronics,East,4,20,128000.0,28084.77,2024,5,May,8,Wednesday,2
2024-05-05,Tablet,Electronics,North,2,10,36000.0,5291.44,2024,5,May,5,Sunday,2
2023-07-15,Laptop,Electronics,South,2,15,119000.0,33808.62,2023,7,July,15,Saturday,3
2022-10-21,Tablet,Electronics,South,5,10,90000.0,12580.74,2022,10,October,21,Friday,4
2024-07-07,Camera,Electronics,North,5,20,160000.0,42916.78,2024,7,July,7,Sunday,3
2023-03-09,Smartwatch,Wearables,South,1,20,6400.0,1227.68,2023,3,March,9,Thursday,1
2022-02-28,Phone,Electronics,North,1,10,27000.0,5160.18,2022,2,February,28,Monday,1
2024-08-26,Smartwatch,Wearables,West,4,10,28800.0,8629.42,2024,8,August,26,Monday,3
2024-04-15,Camera,Electronics,North,2,15,68000.0,17217.57,2024,4,April,15,Monday,2
2022-07-18,Phone,Electronics,East,2,0,60000.0,12028.8,2022,7,July,18,Monday,3
2022-08-03,Laptop,Electronics,South,4,0,280000.0,40915.08,2022,8,August,3,Wednesday,3
2024-06-16,Camera,Electronics,South,1,10,36000.0,8122.19,2024,6,June,16,Sunday,2
2023-04-17,Headphones,Accessories,North,1,0,3000.0,424.56,2023,4,April,17,Monday,2
2022-09-04,Camera,Electronics,North,5,20,160000.0,31206.02,2022,9,September,4,Sunday,3
2023-01-17,Headphones,Accessories,East,1,15,2550.0,603.07,2023,1,January,17,Tuesday,1
2024-09-17,Headphones,Accessories,East,5,10,13500.0,2152.92,2024,9,September,17,Tuesday,3
2024-07-15,Tablet,Electronics,East,5,20,80000.0,19120.27,2024,7,July,15,Monday,3
2023-07-14,Camera,Electronics,West,2,10,72000.0,12254.03,2023,7,July,14,Friday,3
2024-12-10,Headphones,Accessories,West,2,10,7020.0,1398.1,2024,12,December,10,Tuesday,4
2023-11-20,Headphones,Accessories,East,1,0,3900.0,511.65,2023,11,November,20,Monday,4
2023-01-15,Smartwatch,Wearables,East,5,0,40000.0,8897.12,2023,1,January,15,Sunday,1
2023-04-19,Laptop,Electronics,North,3,10,189000.0,40408.01,2023,4,April,19,Wednesday,2
2023-11-28,Smartwatch,Wearables,South,5,20,41600.0,10258.09,2023,11,November,28,Tuesday,4
2024-06-29,Tablet,Electronics,North,3,5,57000.0,6681.87,2024,6,June,29,Saturday,2
2024-08-17,Tablet,Electronics,East,3,5,57000.0,6499.02,2024,8,August,17,Saturday,3
2023-04-23,Smartwatch,Wearables,East,2,10,14400.0,1469.84,2023,4,April,23,Sunday,2
2024-09-30,Laptop,Electronics,South,1,5,66500.0,16406.66,2024,9,September,30,Monday,3
2024-07-14,Headphones,Accessories,North,1,0,3000.0,721.7,2024,7,July,14,Sunday,3
2023-12-08,Phone,Electronics,East,5,0,195000.0,34660.09,2023,12,December,8,Friday,4
2024-05-03,Phone,Electronics,East,5,20,120000.0,12246.12,2024,5,May,3,Friday,2
2024-10-13,Laptop,Electronics,North,2,20,112000.0,18234.73,2024,10,October,13,Sunday,4
2024-01-24,Smartwatch,Wearables,South,1,10,7200.0,1274.63,2024,1,January,24,Wednesday,1
2023-05-18,Headphones,Accessories,South,2,15,5100.0,1385.19,2023,5,May,18,Thursday,2
2024-03-27,Headphones,Accessories,South,1,15,2550.0,486.53,2024,3,March,27,Wednesday,1
2023-08-11,Tablet,Electronics,East,5,15,85000.0,17413.2,2023,8,August,11,Friday,3
2023-12-09,Laptop,Electronics,West,2,0,182000.0,40849.45,2023,12,December,9,Saturday,4
2024-12-03,Headphones,Accessories,East,1,5,3705.0,813.67,2024,12,December,3,Tuesday,4
2022-07-26,Laptop,Electronics,West,5,10,315000.0,88879.23,2022,7,July,26,Tuesday,3
2022-05-31,Smartwatch,Wearables,East,1,0,8000.0,969.96,2022,5,May,31,Tuesday,2
2023-10-30,Camera,Electronics,East,5,5,190000.0,46456.87,2023,10,October,30,Monday,4
2023-06-12,Tablet,Electronics,West,2,10,36000.0,4255.9,2023,6,June,12,Monday,2
2022-06-14,Camera,Electronics,East,4,5,152000.0,42810.78,2022,6,June,14,Tuesday,2
2024-07-05,Headphones,Accessories,West,3,10,8100.0,1646.37,2024,7,July,5,Friday,3
2024-10-06,Headphones,Accessories,East,2,5,5700.0,1415.46,2024,10,October,6,Sunday,4
2022-02-06,Camera,Electronics,West,1,10,36000.0,6099.62,2022,2,February,6,Sunday,1
2022-11-29,Tablet,Electronics,West,5,10,117000.0,11826.74,2022,11,November,29,Tuesday,4
2023-02-07,Tablet,Electronics,South,1,15,17000.0,4696.63,2023,2,February,7,Tuesday,1
2023-02-18,Laptop,Electronics,West,3,0,210000.0,62171.12,2023,2,February,18,Saturday,1
2022-02-14,Camera,Electronics,East,4,5,152000.0,23902.21,2022,2,February,14,Monday,1
2022-07-25,Laptop,Electronics,North,4,10,252000.0,60462.65,2022,7,July,25,Monday,3
2022-03-03,Smartwatch,Wearables,North,3,0,24000.0,3203.1,2022,3,March,3,Thursday,1
2023-02-24,Headphones,Accessories,West,5,15,12750.0,3407.89,2023,2,February,24,Friday,1
2024-05-17,Tablet,Electronics,South,2,0,40000.0,11509.85,2024,5,May,17,Friday,2
2024-03-30,Smartwatch,Wearables,South,2,5,15200.0,3550.94,2024,3,March,30,Saturday,1
2022-01-19,Phone,Electronics,North,4,20,96000.0,13780.58,2022,1,January,19,Wednesday,1
2022-12-31,Headphones,Accessories,East,1,5,3705.0,532.51,2022,12,December,31,Saturday,4
2024-10-27,Laptop,Electronics,South,3,0,210000.0,53281.42,2024,10,October,27,Sunday,4
2023-03-04,Laptop,Electronics,North,2,15,119000.0,28290.69,2023,3,March,4,Saturday,1
2023-08-03,Smartwatch,Wearables,North,2,10,14400.0,2989.63,2023,8,August,3,Thursday,3
2023-06-30,Smartwatch,Wearables,West,1,20,6400.0,1071.14,2023,6,June,30,Friday,2
2022-11-21,Phone,Electronics,East,4,0,156000.0,24028.0,2022,11,November,21,Monday,4
2022-02-24,Laptop,Electronics,North,5,20,280000.0,73235.04,2022,2,February,24,Thursday,1
2024-02-17,Smartwatch,Wearables,East,2,10,14400.0,3839.02,2024,2,February,17,Saturday,1
2024-09-18,Headphones,Accessories,East,2,5,5700.0,762.24,2024,9,September,18,Wednesday,3
2022-02-11,Phone,Electronics,West,5,15,127500.0,20880.29,2022,2,February,11,Friday,1
2022-08-19,Camera,Electronics,South,2,0,80000.0,18041.8,2022,8,August,19,Friday,3
2023-03-29,Headphones,Accessories,South,5,5,14250.0,3758.49,2023,3,March,29,Wednesday,1
2023-01-29,Headphones,Accessories,West,3,15,7650.0,1383.97,2023,1,January,29,Sunday,1
2023-11-22,Tablet,Electronics,West,4,10,93600.0,20274.34,2023,11,November,22,Wednesday,4
2023-01-27,Laptop,Electronics,South,2,10,126000.0,32280.75,2023,1,January,27,Friday,1
2023-08-27,Tablet,Electronics,East,4,20,64000.0,6985.82,2023,8,August,27,Sunday,3
2024-05-30,Smartwatch,Wearables,West,2,15,13600.0,3350.73,2024,5,May,30,Thursday,2
2022-03-26,Camera,Electronics,West,4,10,144000.0,15334.16,2022,3,March,26,Saturday,1
2024-11-19,Headphones,Accessories,South,4,0,15600.0,3833.23,2024,11,November,19,Tuesday,4
2022-02-18,Headphones,Accessories,North,4,5,11400.0,2210.5,2022,2,February,18,Friday,1
2022-03-10,Tablet,Electronics,South,2,5,38000.0,7948.56,2022,3,March,10,Thursday,1
2024-12-17,Camera,Electronics,South,1,20,41600.0,11969.33,2024,12,December,17,Tuesday,4
2023-11-28,Laptop,Electronics,East,3,0,273000.0,54912.65,2023,11,November,28,Tuesday,4
2023-04-24,Laptop,Electronics,West,1,20,56000.0,15582.11,2023,4,April,24,Monday,2
2024-03-30,Smartwatch,Wearables,South,3,15,20400.0,3176.06,2024,3,March,30,Saturday,1
2022-05-27,Tablet,Electronics,West,2,20,32000.0,3909.91,2022,5,May,27,Friday,2
2024-10-12,Laptop,Electronics,South,4,10,252000.0,40890.84,2024,10,October,12,Saturday,4
2023-09-01,Camera,Electronics,East,5,15,170000.0,34830.53,2023,9,September,1,Friday,3
2023-03-22,Laptop,Electronics,East,1,10,63000.0,7422.87,2023,3,March,22,Wednesday,1
2022-08-09,Headphones,Accessories,West,3,0,9000.0,2072.26,2022,8,August,9,Tuesday,3
2022-04-05,Camera,Electronics,West,3,10,108000.0,19844.48,2022,4,April,5,Tuesday,2
2022-09-19,Camera,Electronics,South,4,5,152000.0,39943.34,2022,9,September,19,Monday,3
2024-06-15,Phone,Electronics,North,4,15,102000.0,19965.21,2024,6,June,15,Saturday,2
2024-12-30,Headphones,Accessories,East,5,10,17550.0,4944.2,2024,12,December,30,Monday,4
2022-08-07,Laptop,Electronics,North,1,20,56000.0,13625.23,2022,8,August,7,Sunday,3
2022-04-02,Camera,Electronics,East,4,5,152000.0,38622.94,2022,4,April,2,Saturday,2
2022-05-07,Camera,Electronics,East,5,10,180000.0,41968.42,2022,5,May,7,Saturday,2
2022-03-21,Camera,Electronics,East,3,10,108000.0,15288.56,2022,3,March,21,Monday,1
2024-09-09,Smartwatch,Wearables,South,2,15,13600.0,1408.03,2024,9,September,9,Monday,3
2024-07-04,Camera,Electronics,North,5,20,160000.0,35985.55,2024,7,July,4,Thursday,3
2023-05-01,Phone,Electronics,West,4,10,108000.0,32134.95,2023,5,May,1,Monday,2
2023-11-25,Headphones,Accessories,South,3,0,11700.0,2066.15,2023,11,November,25,Saturday,4
2022-01-25,Phone,Electronics,West,5,15,127500.0,36988.96,2022,1,January,25,Tuesday,1
2022-06-05,Tablet,Electronics,West,5,5,95000.0,9849.76,2022,6,June,5,Sunday,2
2023-09-24,Smartwatch,Wearables,North,4,5,30400.0,8951.14,2023,9,September,24,Sunday,3
2024-12-16,Phone,Electronics,North,2,10,70200.0,12297.17,2024,12,December,16,Monday,4
2022-01-19,Headphones,Accessories,South,2,0,6000.0,1149.49,2022,1,January,19,Wednesday,1
2022-08-25,Headphones,Accessories,South,5,15,12750.0,1419.97,2022,8,August,25,Thursday,3
2022-10-04,Smartwatch,Wearables,South,2,5,15200.0,2660.14,2022,10,October,4,Tuesday,4
2024-01-15,Tablet,Electronics,West,1,15,17000.0,3330.13,2024,1,January,15,Monday,1
2023-07-06,Phone,Electronics,South,4,20,96000.0,26247.14,2023,7,July,6,Thursday,3
2023-10-01,Camera,Electronics,North,4,20,128000.0,37576.97,2023,10,October,1,Sunday,4
2022-08-25,Tablet,Electronics,East,2,15,34000.0,6703.82,2022,8,August,25,Thursday,3
2024-09-24,Camera,Electronics,South,3,20,96000.0,12405.64,2024,9,September,24,Tuesday,3
2022-02-24,Tablet,Electronics,West,1,10,18000.0,2209.75,2022,2,February,24,Thursday,1
2023-11-15,Tablet,Electronics,East,4,10,93600.0,19178.66,2023,11,November,15,Wednesday,4
2022-04-19,Laptop,Electronics,West,3,5,199500.0,25161.91,2022,4,April,19,Tuesday,2
2023-01-08,Tablet,Electronics,South,4,15,68000.0,8604.5,2023,1,January,8,Sunday,1
2024-08-30,Tablet,Electronics,North,2,20,32000.0,3410.46,2024,8,August,30,Friday,3
2022-07-20,Smartwatch,Wearables,North,4,15,27200.0,4482.37,2022,7,July,20,Wednesday,3
2024-04-28,Headphones,Accessories,South,5,20,12000.0,2259.7,2024,4,April,28,Sunday,2
2023-05-24,Laptop,Electronics,South,5,0,350000.0,39428.06,2023,5,May,24,Wednesday,2
2022-10-02,Laptop,Electronics,North,3,5,199500.0,40594.87,2022,10,October,2,Sunday,4
2022-07-30,Phone,Electronics,North,1,10,27000.0,5181.13,2022,7,July,30,Saturday,3
2023-05-19,Tablet,Electronics,South,4,20,64000.0,14593.42,2023,5,May,19,Friday,2
2023-12-04,Smartwatch,Wearables,North,4,10,37440.0,8720.18,2023,12,December,4,Monday,4
2022-02-11,Phone,Electronics,East,2,15,51000.0,14645.69,2022,2,February,11,Friday,1
2022-11-11,Headphones,Accessories,West,5,5,18525.0,5161.81,2022,11,November,11,Friday,4
2024-02-27,Laptop,Electronics,South,2,10,126000.0,27518.14,2024,2,February,27,Tuesday,1
2022-11-25,Headphones,Accessories,East,4,15,13260.0,2695.97,2022,11,November,25,Friday,4
2024-11-06,Laptop,Electronics,North,5,0,455000.0,106625.17,2024,11,November,6,Wednesday,4
2022-10-10,Smartwatch,Wearables,West,4,15,27200.0,4553.48,2022,10,October,10,Monday,4
2024-07-31,Laptop,Electronics,North,3,20,168000.0,44593.68,2024,7,July,31,Wednesday,3
2022-09-15,Headphones,Accessories,South,4,10,10800.0,2480.68,2022,9,September,15,Thursday,3
2023-07-29,Camera,Electronics,South,4,10,144000.0,30633.73,2023,7,July,29,Saturday,3
2023-07-28,Smartwatch,Wearables,North,5,20,32000.0,7028.03,2023,7,July,28,Friday,3
2023-09-04,Headphones,Accessories,South,2,20,4800.0,1436.74,2023,9,September,4,Monday,3
2024-11-08,Headphones,Accessories,West,1,20,3120.0,556.54,2024,11,November,8,Friday,4
2024-04-16,Tablet,Electronics,West,5,0,100000.0,22571.38,2024,4,April,16,Tuesday,2
2023-02-27,Camera,Electronics,East,4,5,152000.0,38063.65,2023,2,February,27,Monday,1
2024-01-28,Phone,Electronics,South,5,0,150000.0,28840.43,2024,1,January,28,Sunday,1
2024-02-02,Laptop,Electronics,East,2,5,133000.0,28026.82,2024,2,February,2,Friday,1
2023-02-28,Camera,Electronics,North,5,0,200000.0,39526.49,2023,2,February,28,Tuesday,1
2023-03-05,Tablet,Electronics,South,5,20,80000.0,23768.82,2023,3,March,5,Sunday,1
2022-07-23,Phone,Electronics,South,3,20,72000.0,12895.29,2022,7,July,23,Saturday,3
2022-07-15,Laptop,Electronics,East,3,15,178500.0,40670.17,2022,7,July,15,Friday,3
2023-12-29,Smartwatch,Wearables,East,5,15,44200.0,9779.23,2023,12,December,29,Friday,4
2022-10-12,Tablet,Electronics,West,1,5,19000.0,2783.05,2022,10,October,12,Wednesday,4
2022-07-15,Phone,Electronics,South,5,5,142500.0,37485.85,2022,7,July,15,Friday,3
2022-11-03,Camera,Electronics,North,3,10,140400.0,17803.25,2022,11,November,3,Thursday,4
2022-01-14,Headphones,Accessories,South,1,5,2850.0,405.18,2022,1,January,14,Friday,1
2024-12-16,Headphones,Accessories,West,2,15,6630.0,1842.32,2024,12,December,16,Monday,4
2023-12-24,Camera,Electronics,East,3,0,156000.0,27069.65,2023,12,December,24,Sunday,4
2024-02-19,Smartwatch,Wearables,East,4,5,30400.0,3571.51,2024,2,February,19,Monday,1
2023-06-13,Laptop,Electronics,North,4,5,266000.0,32020.06,2023,6,June,13,Tuesday,2
2024-03-08,Headphones,Accessories,North,4,0,12000.0,2276.73,2024,3,March,8,Friday,1
2022-12-10,Smartwatch,Wearables,East,1,0,10400.0,2487.1,2022,12,December,10,Saturday,4
2022-07-28,Tablet,Electronics,East,1,0,20000.0,2302.87,2022,7,July,28,Thursday,3
2023-10-03,Headphones,Accessories,West,1,0,3000.0,715.19,2023,10,October,3,Tuesday,4
2022-09-09,Smartwatch,Wearables,North,2,5,15200.0,4198.63,2022,9,September,9,Friday,3
2022-09-28,Laptop,Electronics,North,2,15,119000.0,25063.39,2022,9,September,28,Wednesday,3
2024-07-08,Camera,Electronics,South,4,5,152000.0,31012.34,2024,7,July,8,Monday,3
2023-02-23,Smartwatch,Wearables,South,5,5,38000.0,4772.51,2023,2,February,23,Thursday,1
2024-03-05,Phone,Electronics,North,5,15,127500.0,34007.51,2024,3,March,5,Tuesday,1
2023-12-26,Laptop,Electronics,East,4,20,291200.0,74248.01,2023,12,December,26,Tuesday,4
2023-03-09,Tablet,Electronics,West,1,15,17000.0,1869.36,2023,3,March,9,Thursday,1
2022-04-19,Smartwatch,Wearables,South,4,10,28800.0,5181.54,2022,4,April,19,Tuesday,2
2023-10-03,Headphones,Accessories,North,4,20,9600.0,2058.07,2023,10,October,3,Tuesday,4
2024-12-06,Laptop,Electronics,South,2,15,154700.0,25883.0,2024,12,December,6,Friday,4
2023-01-14,Tablet,Electronics,North,5,10,90000.0,18976.84,2023,1,January,14,Saturday,1
2024-08-15,Smartwatch,Wearables,West,5,5,38000.0,4293.39,2024,8,August,15,Thursday,3
2022-04-13,Phone,Electronics,South,4,5,114000.0,17612.71,2022,4,April,13,Wednesday,2
2024-06-10,Phone,Electronics,East,5,10,135000.0,17714.25,2024,6,June,10,Monday,2
2024-05-03,Phone,Electronics,West,2,10,54000.0,9915.71,2024,5,May,3,Friday,2
2024-11-16,Camera,Electronics,South,1,0,52000.0,13558.05,2024,11,November,16,Saturday,4
2023-06-14,Laptop,Electronics,West,5,5,332500.0,64027.9,2023,6,June,14,Wednesday,2
2023-11-10,Phone,Electronics,North,3,15,99450.0,24205.53,2023,11,November,10,Friday,4
2024-09-15,Smartwatch,Wearables,South,4,20,25600.0,3926.26,2024,9,September,15,Sunday,3
2023-03-04,Phone,Electronics,West,1,10,27000.0,3255.65,2023,3,March,4,Saturday,1
2024-04-01,Tablet,Electronics,East,5,20,80000.0,16314.48,2024,4,April,1,Monday,2
2024-07-20,Tablet,Electronics,East,1,15,17000.0,2799.55,2024,7,July,20,Saturday,3
2024-11-27,Camera,Electronics,West,3,0,156000.0,26072.56,2024,11,November,27,Wednesday,4
2023-05-26,Camera,Electronics,North,3,0,120000.0,29732.44,2023,5,May,26,Friday,2
2023-01-28,Phone,Electronics,East,5,5,142500.0,19785.42,2023,1,January,28,Saturday,1
2023-12-14,Headphones,Accessories,South,4,5,14820.0,1880.48,2023,12,December,14,Thursday,4
2023-05-09,Laptop,Electronics,South,4,10,252000.0,42925.1,2023,5,May,9,Tuesday,2
2023-07-01,Laptop,Electronics,West,3,10,189000.0,25329.11,2023,7,July,1,Saturday,3
2023-08-17,Headphones,Accessories,South,5,15,12750.0,2976.01,2023,8,August,17,Thursday,3
2023-01-24,Tablet,Electronics,North,1,5,19000.0,5251.44,2023,1,January,24,Tuesday,1
2022-06-07,Camera,Electronics,West,3,20,96000.0,15436.38,2022,6,June,7,Tuesday,2
